68,RT @jonny_red32: $CBWTF nice bounce off the bottom. #CannabisAct #cannabis #market #CannabisCommunity 👉👉 Auxly Cannabis Group Inc 💯 https:/…,
69,"RT @jonny_red32: $MJNA MEDICAL MARIJUANA, INC. ANNOUNCES LETTER OF INTENT WITH SALVATION BOTANICALS TO BRING ITS PRODUCTS TO THE BURGEONING…",
70,"RT @NICHECanada: Watch: Questions remain over #cannabis legalization. Key among them: home cultivation, impaired driving, pardons, and the…",
71,#Canada passes recreational #cannabis bill. The #CannabisAct was passed yesterday (Tuesday 19 June) with 52 votes i… https://t.co/bojZz4ehgn,
72,"RT @GovCanHealth: Bill #C45, Canada’s new #CannabisAct has passed in the Senate. On coming into force, Canadians aged 18 or 19 (depending o…",
73,Cheers to our neighbors to the north! Contact for private sale. #Canada #CannabisAct #CannabisNews #Cannabis #C45… https://t.co/zyfuN5WvD1,
74,"RT @occupywsib: RT #DougFord wants consultations on #marijuana sales in #Ontario https://t.co/EG5iR4iXSv #Ford, who was elected this month,…",
75,RT @HIGH_TIMES_Mag: Yesterday Canada legalized recreational cannabis! Here's what you need to know about Canada’s Cannabis Act. https://t.c…,
76,"wut.
Definition of beer in #Canada could change🍺
https://t.co/onn3eXvQQb #cdnpoli #bcpoli #vanpoli #onpoli #ottawa… https://t.co/RR6mmpcDv2",
77,"Watch: Questions remain over #cannabis legalization. Key among them: home cultivation, impaired driving, pardons, a… https://t.co/V5OCF0bIhZ",
78,"RT @peterk88: discover END PLAY WINNING BLACKJACK/free now...
...deck penetration IS the secret sauce 

#ARGCRO  #IRAESP  #FifaWorldCup18…",
79,RT @HealthQuoteCA: Medical Marijuana: All Smoke and Mirrors or Valid Health Insurance Coverage? - https://t.co/AUs21nOWCr - #MedicalMarijua…,
80,"discover END PLAY WINNING BLACKJACK/free now...
...deck penetration IS the secret sauce 

#ARGCRO  #IRAESP… https://t.co/47gEWmFKY8",
81,"RT #DougFord wants consultations on #marijuana sales in #Ontario https://t.co/EG5iR4iXSv #Ford, who was elected thi… https://t.co/IPPuVnNdmT",
82,@GuardianRover @bex0760 @realDonaldTrump Easy.  #LegalizeCannabis as #Canada just did (#CannabisAct).,
83,La plus grande installation intérieure de culture de cannabis à des fins médicales au Québec se trouvera dans Brome… https://t.co/odISZ9yXyR,
84,La plus grande installation intérieure de culture de cannabis à des fins médicales au Québec se trouvera dans Brome… https://t.co/og7Nd7MGO2,
85,La plus grande installation intérieure de culture de cannabis à des fins médicales au Québec se trouvera dans Brome… https://t.co/7ZklgeiN0v,
86,"RT @JodieEmery: I’ll be on @CPAC_TV momentarily to discuss the #CannabisAct #C45 — the good, the bad, and the ugly of the new criminal laws…",
87,"Here comes the boom from the new ruler of Ontario, so @fordnation is going to stall #CannabisAct in Ontario??? https://t.co/FL7P34DBpm",
88,#Canadian PM @JustinTrudeau has set an #Official date and #Canada will soon be the largest country in the world wit… https://t.co/pjkEUtmM0V,
89,The Senate has voted to pass Bill C-45 – Canada’s #CannabisAct. Trudeau confirms that cannabis will be legal in Can… https://t.co/fcxYDOehPX,
90,Cheers to our friends to the north! Contact for private sale. #Canada #CannabisAct #CannabisNews #Cannabis #domains https://t.co/LFLhHX1MUD,
91,"RT @JodieEmery: I’ll be on @CPAC_TV momentarily to discuss the #CannabisAct #C45 — the good, the bad, and the ugly of the new criminal laws…",
92,The #CannabisAct has received Royal Assent. See our team’s review of Senate amendments to Bill #C45 that were rejec… https://t.co/PLm3QNlHwJ,
93,RT @GovCanHealth: Check out the #TopTen things you need to know about the legalization and regulation of #cannabis in Canada. #C45 #Cannabi…,
94,"You have the chance to do the right thing for Ontario, @fordnation. Government monopoly on cannabis is a step backw… https://t.co/jwKYnoaBvJ",
95,"RT @JodieEmery: I’ll be on @CPAC_TV momentarily to discuss the #CannabisAct #C45 — the good, the bad, and the ugly of the new criminal laws…",
96,RT @CannabisCCI: What the Canadian #Cannabis #ACMPR industry needs to know about #C45 #CannabisAct and moving forward: https://t.co/T1ebdGU…,
97,"RT @JodieEmery: I’ll be on @CPAC_TV momentarily to discuss the #CannabisAct #C45 — the good, the bad, and the ugly of the new criminal laws…",
98,"RT @JodieEmery: I’ll be on @CPAC_TV momentarily to discuss the #CannabisAct #C45 — the good, the bad, and the ugly of the new criminal laws…",
99,"I’ll be on @CPAC_TV momentarily to discuss the #CannabisAct #C45 — the good, the bad, and the ugly of the new crimi… https://t.co/oxGYENqR16",
100,"RT @_deepakanand: 💥History has been made as #C45 #CannabisAct receives Royal Assent by @GGJuliePayette.💥 
Regulations : Wednesday June 27th…",
101,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
102,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
103,"#ContentmentIn4Words

This weed is smooth.

#FourTwentey #BillC45 https://t.co/OGsze3RRQ4",
104,"RT @vineshpratap: an answer to this question today @GlobalEdmonton 

""Is there a marijuana high equivalent to alcohol's .08?""

#yeg #BillC4…",
105,"RT @vineshpratap: an answer to this question today @GlobalEdmonton 

""Is there a marijuana high equivalent to alcohol's .08?""

#yeg #BillC4…",
106,"an answer to this question today @GlobalEdmonton 

""Is there a marijuana high equivalent to alcohol's .08?""

#yeg #BillC45 #CannabisAct",
107,"RT @MidasLetter: VIDEO: What Passing of Bill C-45 means for Valens GroWorks Corp @ValensGroWorks (CNSX:VGW) https://t.co/y7p9Nc1kUL

#Canna…",
108,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
109,@NORMLcanada Official statement on legalization announcement.  Please let us know your thoughts. #cannabis #BillC45… https://t.co/ZX9VajR6U4,
110,"RT @Zenabis: Mark your calendars! October 17th, 2018 will be the first official day that recreational #cannabis will be legalized in Canada…",
111,"RT @CannTrust: After a long journey, October 17 is the day when #cannabis officially becomes legal. We are so thrilled to be a part of Hist…",
112,"Pleased to see #billC45, read why this is so impt to the insurance industry here- https://t.co/KNzPxjCrvv… https://t.co/F2dpFKg9Ul",
113,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
114,Long May You Reign #RoyalAssent #BillC45 #C45 https://t.co/d3cwLbxxYh,
115,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
116,"It's official!

Recreational #cannabis will be legal in #Canada on October 17, 2018. How did we get here? What are… https://t.co/aidrOfk3rn",
117,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
118,4 working days away. So excited. See you there? #rnmkrtalks #billc45 #womenincannabis https://t.co/hjtXMCtZBc,
119,Canada is the first in the G7 to legalize the recreational use of Marijuana. Prime Minister Trudeau will delay lega… https://t.co/FACYfpuRWN,
120,Canadians have reached a new milestone! Prime Minister Justin Trudeau says cannabis will be legal in Canada on Octo… https://t.co/IKXcJiWFrH,
121,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
122,Let the countdown to October 17 begin! #Canada #CannabisAct #October17 #cannabis #Legalization #Trudeau… https://t.co/ew0Dtm4YSL,
123,"RT @namaste: The date for the legalization of recreational #cannabis has been set! On October 17 of this year, Canada will see the dawn of…",
124,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
125,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
126,"RT @MH_Dillinger: Cannabis police, allowing cities to make dispensaries illegal, banning cannabis lounges, arrests for growing your four ma…",
127,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
128,"RT @Zenabis: Mark your calendars! October 17th, 2018 will be the first official day that recreational #cannabis will be legalized in Canada…",
129,"RT @ArmandConant: To be clear, as of October 17, 2018, all adult Canadians will have legal access to cannabis for recreational use. Time wi…",
130,"🚧#safety #news: ""The findings state that employers’ top concerns include workplace safety, impairment or intoxicati… https://t.co/7hIHVd5bAM",
131,RT @CannabisNews: Cannabis is now legal under #BillC45. #cannabis #Marijuana #CannabisCommunity #CannabisCulture #cannabisnews #weed #pot #…,
132,RT @mmjinvesting: #BILLC45 receives #RoyalAssent https://t.co/usS0Np7h1W,
133,#BILLC45 receives #RoyalAssent https://t.co/usS0Np7h1W,
134,"RT @namaste: The date for the legalization of recreational #cannabis has been set! On October 17 of this year, Canada will see the dawn of…",
135,"RT @namaste: The date for the legalization of recreational #cannabis has been set! On October 17 of this year, Canada will see the dawn of…",
136,"RT @FLAREfashion: Puff, puff, pass, y'all #BillC45
https://t.co/oY1wdfAoQu",
137,"RT @namaste: The date for the legalization of recreational #cannabis has been set! On October 17 of this year, Canada will see the dawn of…",
138,"RT @Zenabis: Mark your calendars! October 17th, 2018 will be the first official day that recreational #cannabis will be legalized in Canada…",
139,RT @SXMCanadaTalks: Recreational use of #Marijuana is legal and comes into affect Oct. 17th and @JodieEmery joins @anthonyfurey to weigh in…,
140,"RT @Zenabis: History has been made today! The Senate has passed #BillC45 in a 52-29-2 vote, officially approving adult-use, recreational #c…",
141,"Canada ended 95 years of Cannabis prohibition Tuesday, passing landmark legislation – Bill C-45 – that lays the gro… https://t.co/r6ARxjCtn5",
142,VIDEO: What Passing of Bill C-45 means for Valens GroWorks Corp @ValensGroWorks (CNSX:VGW) https://t.co/y7p9Nc1kUL… https://t.co/tazS4wcugr,
143,"RT @StefOstrander: Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization #cann…",
144,"RT @RISELifeScience: ""We've just witnessed a historic vote for Canada. The end of 90 years of prohibition."" — @TonyDean_TO  

When #BillC45…",
145,"""We've just witnessed a historic vote for Canada. The end of 90 years of prohibition."" — @TonyDean_TO  

When… https://t.co/RPJpBpoRDi",
146,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
147,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
148,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
149,"RT @StefOstrander: Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization #cann…",
150,"With the Passing of Canada's Marijuana Bill C-45, the Nations' Legal Cannabis Market is Expected to Exceed $5 billi… https://t.co/IwE2tLU7eO",
151,RT @HeartInstitute: Tune in to @CFRAOttawa this afternoon at 1:48 p.m. to hear @DrAndrewPipe share his expert opinion about #marijuana and…,
152,Tune in to @CFRAOttawa this afternoon at 1:48 p.m. to hear @DrAndrewPipe share his expert opinion about #marijuana… https://t.co/u4w84h6zLi,
153,"RT @StefOstrander: Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization #cann…",
154,"On Tuesday, the Senate passed #BillC45 and yesterday PM @JustinTrudeau announced that marijuana will be legal in… https://t.co/23nVDH9IXU",
155,RT @Investor_Intel: Recreational #marijuana use will soon be legal in #Canada after the Senate passed a “historic” bill on Tuesday with a v…,
156,Recreational #marijuana use will soon be legal in #Canada after the Senate passed a “historic” bill on Tuesday with… https://t.co/dPpzPYNXUn,
157,"As one of the 1st Canadian brokers to facilitate #cannabis insurance, we welcome the #BillC45. Read why this is so… https://t.co/PiZtD6F7pT",
158,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
159,"RT @StefOstrander: Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization #cann…",
160,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
161,RT @SXMCanadaTalks: Recreational use of #Marijuana is legal and comes into affect Oct. 17th and @JodieEmery joins @anthonyfurey to weigh in…,
162,"RT @StefOstrander: Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization #cann…",
163,RT @dolcebella68: My mom started her treatment of cbd oil / thc oil on Monday afternoon ... in less than 24hrs ... she is experiencing no p…,
164,RT @NatPostRadio: Recreational use of #Marijuana is legal and comes into affect Oct. 17th and @JodieEmery joins @anthonyfurey to weigh in o…,
165,Recreational use of #Marijuana is legal and comes into affect Oct. 17th and @JodieEmery joins @anthonyfurey to weig… https://t.co/4VISgziNB0,
166,Recreational use of #Marijuana is legal and comes into affect Oct. 17th and @JodieEmery joins @anthonyfurey to weig… https://t.co/NJHtGVCslm,
167,RT @NatPostRadio: Conservative MP @ErinOTooleMP joins @anthonyfurey for his thoughts on the passing of #BillC45 and what it means for the c…,
168,"RT @StefOstrander: Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization #cann…",
169,"Thank you, to all of you, that made this happen
We Will Rock The World By Changing It!
#BillC45 #C45 #legalization… https://t.co/63bkTS2Yfn",
170,"RT @ArmandConant: To be clear, as of October 17, 2018, all adult Canadians will have legal access to cannabis for recreational use. Time wi…",
171,"RT @ArmandConant: To be clear, as of October 17, 2018, all adult Canadians will have legal access to cannabis for recreational use. Time wi…",
172,"RT @JillianPage22: @SenatorHousakos It's also easy to be named a Tory senator/minion, not so easy to be elected by the people to the House…",
173,"RT @JillianPage22: After all is said and done with Canadian #cannabis #billc45, will the Senate have made any meaningful contributions to t…",
174,RT @PiccoloHeathLLP: It’s the Law – Canada Comes Out of the Weeds.  Read our PH Report from @CindyIngramLLB about yesterday's passing of #B…,
175,"RT @JillianPage22: @SenatorHousakos It's also easy to be named a Tory senator/minion, not so easy to be elected by the people to the House…",
176,"@SenatorHousakos It's also easy to be named a Tory senator/minion, not so easy to be elected by the people to the H… https://t.co/BaDRsvFCSv",
177,RT @Investor_Intel: #CannabisAct: The morning after comes with supply anxiety https://t.co/TIsQ85KXku #Cannabis #BillC45,
178,Conservative MP @ErinOTooleMP joins @anthonyfurey for his thoughts on the passing of #BillC45 and what it means for… https://t.co/6SUShUO5Mu,
179,Conservative MP @ErinOTooleMP joins @anthonyfurey for his thoughts on the passing of #BillC45 and what it means for… https://t.co/WtLQiOKJfq,
180,"Yesterday, Prime Minister Justin Trudeau announced that Canadians will be able to consume #marijuana recreationally… https://t.co/9Bse8CDYNp",
181,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
182,"RT @ArmandConant: To be clear, as of October 17, 2018, all adult Canadians will have legal access to cannabis for recreational use. Time wi…",
183,"RT @ArmandConant: The Government has announced October 17, 2018 as the date the #Cannabis Act (Bill C-45) comes into force. The announcemen…",
184,"RT @ArmandConant: To be clear, as of October 17, 2018, all adult Canadians will have legal access to cannabis for recreational use. Time wi…",
185,"RT @ArmandConant: The Government has announced October 17, 2018 as the date the #Cannabis Act (Bill C-45) comes into force. The announcemen…",
186,"@PhilipAuthier It could be an election issue here, with the party that promises to amend the law -- and give Quebec… https://t.co/oC36ri8qKL",
187,RT @PiccoloHeathLLP: It’s the Law – Canada Comes Out of the Weeds.  Read our PH Report from @CindyIngramLLB about yesterday's passing of #B…,
188,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
189,"RT @ArmandConant: To be clear, as of October 17, 2018, all adult Canadians will have legal access to cannabis for recreational use. Time wi…",
190,"To be clear, as of October 17, 2018, all adult Canadians will have legal access to cannabis for recreational use. T… https://t.co/NSqgNZQOZr",
191,#CannabisAct: The morning after comes with supply anxiety https://t.co/TIsQ85KXku #Cannabis #BillC45,
192,"RT @ArmandConant: The Government has announced October 17, 2018 as the date the #Cannabis Act (Bill C-45) comes into force. The announcemen…",
193,"The Government has announced October 17, 2018 as the date the #Cannabis Act (Bill C-45) comes into force. The annou… https://t.co/25MNA0YkrH",
194,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
195,"RT @JLaC975: October 17th, three full grown #marijuana plants will magically appear on Nan's doorstep.

Fast growing Nan ... you sly S.O.B.…",
196,RT @CannTrust: Canada made history today in voting to pass #BillC45 and moving to legalization the recreational use of cannabis. What a tim…,
197,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
198,RT @CannabisNews: Cannabis is now legal under #BillC45. #cannabis #Marijuana #CannabisCommunity #CannabisCulture #cannabisnews #weed #pot #…,
199,RT @iliveasnatalie: As a professional within the construction industry I’m very concerned how legalization of marijuana will affect safety…,
200,"#BigPharma #Druglord #Trudope states his new ""#Cannabis #Recreational #Regime"" will start Oct 17/18, which is an… https://t.co/S7yv4VyhLj",
201,Happening now: @StuJT chairing our inaugural Talking Points event bringing together a panel of experts to discuss t… https://t.co/wkfxmuspfh,
202,RT @TonyDean_TO: .⁦@SenateCA⁩   A lot of international interest in cannabis reform bill #c45 #cdnpoli https://t.co/YeWOytg900,
203,"RT @TonyDean_TO: .@SenateCA  cannabis reform bill #C45 has received Royal Assent.  Congratulations to Ministers, public servants, my senato…",
204,"RT @trinafraser: #Cannabis #Legalization by Province/Territory
**UPDATED AS OF JUNE 5/18**
Link to .pdf version with embedded links:
https:…",
205,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",
206,RT @GovCanHealth: Check out the #TopTen things you need to know about the legalization and regulation of #cannabis in Canada. #C45 #Cannabi…,
207,"RT @JodieEmery: Want to know how to eliminate the illegal, massive, long-established “black market” cannabis industry?

Legalize it.

That’…",
208,RT @RealChristinaL: BREAKING: The bill legalizing marijuana just cleared the final legislative hurdle. Marijuana will be available in store…,
209,RT @Ward_Uptigrove: Employers – do you need help on what your Impairment at Work Policy should now include?  Follow our page for 2 subseque…,
210,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",
211,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",
212,RT @GovCanHealth: Check out the #TopTen things you need to know about the legalization and regulation of #cannabis in Canada. #C45 #Cannabi…,
213,RT @Puglaas: Pleased to see #C45 and #C46 receive Royal Assent. These Bills represent historic law reform built on evidence-based policy fo…,
214,@realTheProphet I think we can all agree that Constellation Brands played their cards right. More big deals coming… https://t.co/8vCibC7NKc,
215,"RT @DonDavies: This week Parliament passed #C45. This bill will positively change 100 years of legal, social &amp; economic attitudes toward #c…",
216,"RT @JodieEmery: Want to know how to eliminate the illegal, massive, long-established “black market” cannabis industry?

Legalize it.

That’…",
217,RT @GPTaylorMRD: It’s official! The Cannabis Act has received Royal Assent and is now law. Cannabis will become legal in Canada on October…,
218,RT @GPTaylorMRD: It’s official! The Cannabis Act has received Royal Assent and is now law. Cannabis will become legal in Canada on October…,
219,"22 years, 4 months, 13 days later. The #CannabisAct will make the Hood Prophet's dream come true. #RoyalAssent #C45 https://t.co/qUkLoOJGyy",
220,RT @SenateCA: Bill #C45 has received Royal Assent:  https://t.co/SHR9GLJrX0 #SenCA #cdnpoli https://t.co/zFxIRiF5iC,
221,RT @SenateCA: Bill #C45 has received Royal Assent:  https://t.co/SHR9GLJrX0 #SenCA #cdnpoli https://t.co/zFxIRiF5iC,
